interviewMode,weights,PRE_VotePresident,approvalOfPresidentCovidResponse,PRE_RaceOutcomePrediction,PRE_ThermoBiden,PRE_ThermoTrump,PRE_ThermoHarris,PRE_ThermoPence,PRE_ThermoObama,PRE_ThermoDemParty,PRE_ThermoRepParty,PRE_ParentNativeStatus,PRE_YearsAtAddress,Sex,PRE_SummaryVoteDutyChoice,PRE_PartyID,PRE_ScaleSpendingServices,PRE_CountryDirection,PRE_GovTrust,PRE_EconomyView,PRE_AbortionRightsSC,Age,EducationLevel,WorkStatus,Income,Race,StateRegistration,HouseholdChildren,PRE_PartyMoreHouseMembers,PRE_FederalSpendingKnowledge,PRE_VoteAccuracy,PRE_SurveySeriousness,PRE_ScaleDefenseSpending,PRE_ScaleMedInsurance,PRE_CorruptionView,PRE_ScaleGovAssistanceBlacks,PRE_ScaleJobIncome,POST_Voted2020,POST_VotePresident,POST_VoteAccuracy,POST_ThermoHarris,POST_ThermoPence,POST_ThermoBiden,POST_ThermoTrump,POST_ProblemMention,mentionFox,mentionABC,mentionCNN
3,0.67,1,4,1,70,0,85,40,100,85,40,1,4.0,2,1,1,6,3,3,4,2,56.0,7,1,20,1,25,0,1,1,4,5,1,4,1,1,1,2,1,1,100,40,70,0,32,0,1,1
3,0.69,2,2,1,0,85,0,85,15,0,70,1,4.0,1,3,7,2,5,2,1,1,32.0,8,1,21,1,55,2,1,0,2,4,4,7,2,6,6,2,2,2,0,85,0,100,83,1,0,0
3,1.02,1,4,1,100,0,100,0,100,100,0,1,24.0,2,1,1,2,2,4,5,3,78.0,2,2,10,2,5,0,2,0,4,5,5,2,1,2,3,2,1,1,100,0,100,0,83,0,0,0
3,0.35,1,4,1,85,0,70,0,100,50,0,1,35.0,1,2,2,6,1,4,4,2,72.0,8,1,22,1,6,0,1,1,4,5,1,1,1,1,2,2,1,2,85,0,60,0,17,0,0,1
3,0.54,1,4,1,70,0,70,0,85,70,35,1,5.0,2,2,2,6,3,3,4,2,34.0,7,1,20,1,17,1,1,0,4,4,2,4,1,1,3,2,1,1,100,0,80,0,83,0,0,0
3,0.88,2,1,1,20,65,35,66,36,26,66,2,40.0,1,1,5,4,2,2,3,3,70.0,3,2,11,1,36,0,1,0,4,5,7,6,3,7,7,2,2,2,0,100,40,90,83,1,1,0
3,0.86,2,4,1,60,15,50,0,100,30,30,1,4.0,1,7,4,7,5,5,5,2,26.0,2,1,7,1,13,3,2,0,4,5,4,5,1,1,2,2,1,2,70,0,60,0,32,1,0,0
3,0.72,1,4,1,65,0,70,0,90,85,25,3,3.0,1,4,1,7,1,3,5,2,27.0,6,2,6,3,48,0,1,1,2,2,3,5,1,1,2,2,1,2,75,0,68,0,83,0,0,0
3,1.31,2,1,2,0,100,0,100,0,0,100,1,40.0,1,1,7,4,4,3,2,2,74.0,2,1,22,1,39,0,2,1,3,5,4,6,2,7,7,2,2,4,0,100,0,100,50,1,0,0
3,1.64,2,1,2,0,100,0,100,0,0,85,1,34.0,2,7,7,5,4,3,2,3,64.0,3,2,8,1,1,2,1,0,4,5,5,7,2,4,5,1,2,2,0,100,0,100,50,1,0,0
3,0.37,2,1,1,30,85,30,85,30,30,85,1,5.0,1,7,7,3,3,2,1,1,80.0,2,2,9,1,4,0,1,1,3,5,6,5,3,1,5,2,2,2,15,85,0,85,49,1,0,0
3,0.41,2,2,1,30,90,20,80,50,10,80,1,25.0,1,4,5,2,3,4,2,2,58.0,7,1,21,1,4,0,1,0,4,5,5,6,2,6,6,2,2,2,25,70,30,70,50,1,0,1
3,0.51,2,1,1,30,85,50,85,0,15,85,1,10.0,2,6,6,5,3,3,2,3,56.0,6,1,19,1,39,0,2,0,3,5,5,6,3,6,4,2,2,3,15,85,15,85,82,0,1,0
3,0.76,1,4,1,85,0,85,30,85,70,50,1,40.0,1,3,1,5,1,2,4,2,68.0,3,2,17,1,35,0,1,0,5,5,5,1,3,2,3,2,2,2,40,57,47,41,83,0,0,1
3,0.26,1,4,1,100,0,100,15,100,85,15,1,40.0,1,1,1,4,1,4,4,2,78.0,6,2,8,1,42,0,1,1,4,5,3,3,1,2,4,2,1,2,100,15,100,0,82,0,0,0
3,6.65,2,2,1,60,60,40,60,100,60,40,3,3.0,2,6,4,4,3,2,3,2,70.8,2,1,21,4,53,1,2,1,3,3,1,3,1,1,5,2,2,4,15,60,50,60,83,1,1,1
3,4.1,1,4,1,60,15,50,50,85,50,50,3,19.0,2,7,2,7,1,4,4,2,20.0,5,1,12,1,22,2,2,1,1,5,5,1,1,1,4,0,1,1,60,30,70,30,32,0,0,0
3,1.07,1,4,1,85,60,60,50,100,85,60,1,0.0,1,7,2,4,4,4,3,3,33.0,3,1,7,2,39,0,1,1,3,4,5,3,1,3,4,1,1,3,60,30,70,30,32,0,0,0
3,0.21,1,4,2,85,15,70,30,100,70,0,1,35.0,2,6,3,4,1,4,3,2,80.0,4,2,5,1,18,0,1,1,4,5,4,3,1,3,4,2,1,2,80,20,98,0,82,0,0,0
3,0.75,1,4,1,70,15,70,30,86,60,40,1,0.0,2,6,2,6,3,4,4,2,50.0,6,1,13,1,43,0,1,1,4,5,4,5,1,3,3,2,2,3,30,62,30,57,47,0,0,1
3,1.05,1,4,1,85,0,100,60,100,0,0,3,16.0,1,1,1,4,3,4,2,1,62.0,1,1,15,3,42,0,1,1,1,5,5,1,1,7,6,2,2,2,38,51,36,34,83,0,0,0
3,0.44,1,4,1,75,0,70,10,85,75,0,1,0.0,1,2,1,6,2,4,3,2,35.0,7,1,22,1,29,1,1,1,5,5,2,2,1,2,3,2,1,2,80,10,85,0,17,0,0,1
3,2.63,1,4,1,50,0,50,50,70,30,30,3,9.0,2,1,5,4,3,4,2,2,63.0,2,1,20,3,4,0,1,0,3,5,4,5,3,4,4,2,1,1,70,30,60,15,81,0,0,0
3,0.55,1,4,1,100,0,85,0,100,100,0,1,4.0,2,7,1,7,1,4,5,3,70.0,2,2,2,2,24,0,2,0,1,5,7,1,1,3,1,2,1,2,100,15,100,0,83,0,0,0
3,0.39,2,4,1,60,0,40,15,60,30,15,1,0.0,1,2,5,5,2,3,4,1,27.0,7,1,5,1,6,0,1,1,4,5,6,2,1,1,4,2,1,1,30,15,40,0,82,0,0,1
3,0.17,2,1,1,40,86,30,86,30,0,70,1,14.0,2,1,5,3,2,3,2,1,62.0,3,2,4,1,37,0,1,0,3,5,6,4,2,5,6,2,2,2,0,100,0,100,49,1,0,0
3,0.76,1,4,1,65,0,75,0,90,55,5,1,2.0,2,3,1,6,2,4,4,2,29.0,6,2,16,1,22,0,1,0,2,5,2,1,1,1,2,2,1,4,70,0,60,0,32,0,1,1
3,0.15,1,4,1,70,0,60,30,85,70,0,1,1.0,1,7,1,6,2,3,2,2,61.0,3,2,4,2,37,0,2,0,3,5,4,4,1,1,3,2,1,1,70,50,60,15,82,0,0,1
3,1.16,1,4,2,85,0,100,0,70,60,50,3,5.0,2,6,2,7,3,3,3,1,19.0,2,2,1,4,17,1,1,0,3,4,4,2,3,3,3,2,1,1,100,0,85,0,32,0,1,1
3,0.83,2,1,1,0,100,0,0,0,0,100,1,2.0,2,7,6,2,3,5,5,1,27.0,3,2,16,1,14,2,1,0,1,4,6,4,2,4,4,0,2,5,0,100,0,100,83,1,0,0
3,0.98,2,2,2,0,85,0,100,30,15,70,1,40.0,2,5,7,4,3,2,2,1,73.0,4,2,14,1,42,0,1,0,4,5,5,4,3,4,5,2,2,2,13,74,24,69,83,0,1,0
3,0.23,2,4,1,0,70,30,40,70,40,40,1,1.0,2,7,4,5,3,3,4,2,31.0,4,2,5,1,6,2,1,0,3,4,5,4,2,2,1,2,4,3,70,30,60,30,50,1,0,1
3,0.79,1,4,1,80,0,80,0,80,70,0,1,9.0,1,6,3,6,2,4,4,2,50.0,8,1,22,1,54,1,1,1,4,5,3,2,1,3,2,2,1,2,85,0,70,0,82,0,0,0
3,0.68,1,4,1,85,0,70,0,100,70,0,1,13.0,2,4,1,3,1,4,5,2,60.0,1,2,1,2,31,2,2,0,4,4,5,6,1,4,5,2,2,2,34,53,32,44,83,0,0,0
3,0.16,2,1,1,3,85,0,90,2,0,70,1,15.0,1,1,5,3,4,5,2,3,55.0,3,1,9,5,45,1,1,0,3,4,4,4,2,6,6,2,2,3,0,75,0,70,83,1,0,0
3,0.54,1,4,1,0,0,0,0,0,0,0,1,2.0,2,2,4,7,1,5,5,2,30.0,6,1,5,1,33,0,1,1,1,5,1,1,1,1,1,1,3,3,0,0,0,0,83,0,0,0
3,0.41,2,4,2,15,40,50,50,70,30,50,3,25.0,1,1,4,4,3,4,4,3,25.0,3,2,3,4,29,0,2,0,3,5,2,3,1,7,3,0,2,4,5,5,4,4,50,0,0,0
3,0.66,2,2,1,40,50,50,60,30,0,70,1,10.0,2,6,4,3,3,5,3,3,20.0,3,1,1,1,55,0,1,0,3,4,5,4,3,4,4,2,1,3,100,10,85,0,83,0,0,0
3,0.8,3,4,1,59,6,64,18,87,56,15,1,9.8,2,1,3,4,3,4,4,2,40.8,7,1,12,1,31,1,1,0,4,5,4,3,1,1,3,2,1,2,67,34,61,24,83,1,0,1
3,0.6,1,4,1,85,0,100,0,100,70,15,1,5.0,2,1,2,5,1,3,4,2,47.0,6,2,10,1,51,0,1,1,4,5,4,3,1,3,3,2,1,2,100,30,100,0,32,0,0,1
3,2.17,2,1,2,40,85,30,70,50,30,70,1,30.0,2,7,5,4,3,2,2,3,61.0,2,2,12,1,36,0,1,0,3,5,5,4,3,5,5,2,2,3,30,70,15,85,83,1,0,0
3,0.16,2,2,1,50,50,50,50,60,50,50,1,3.0,2,6,4,4,1,3,3,2,29.0,6,1,3,1,36,1,2,1,3,5,4,4,1,3,4,2,1,2,50,50,40,40,81,0,0,0
3,1.17,2,1,2,0,100,0,100,15,0,85,1,17.0,1,4,7,1,3,4,1,1,70.0,2,2,10,1,22,0,1,0,3,5,6,6,3,6,6,2,2,2,0,100,15,85,83,1,0,0
3,0.19,1,4,2,85,0,85,0,100,85,15,1,23.0,2,1,1,5,2,4,5,2,56.0,3,2,2,3,27,0,1,0,2,5,3,2,1,1,2,2,1,1,85,0,100,0,82,0,0,0
3,1.61,1,4,1,70,0,85,15,100,60,15,1,0.0,1,5,3,5,2,4,4,2,59.0,2,1,20,1,53,0,1,0,3,5,4,2,1,4,3,2,1,1,85,0,70,0,17,0,0,1
3,0.4,1,4,1,85,15,100,0,100,70,0,1,10.0,2,6,1,5,3,4,5,2,73.0,7,1,16,1,53,0,1,0,5,5,1,2,1,1,2,2,1,1,95,14,90,15,81,0,0,1
3,0.16,2,3,1,26,82,32,91,33,23,80,1,27.0,2,2,5,2,4,3,2,2,71.0,2,2,1,1,12,0,1,0,4,5,7,7,3,3,7,2,2,1,40,85,60,70,82,1,1,1
3,0.35,1,4,1,60,0,55,30,90,50,20,3,7.0,2,1,2,4,2,4,2,2,32.0,7,1,20,4,9,0,1,0,3,2,3,6,1,1,4,2,1,2,65,0,70,0,82,0,0,1
3,0.68,1,3,1,60,70,70,50,70,40,40,1,40.0,2,7,3,4,2,4,3,1,79.0,3,1,21,1,33,0,1,0,4,5,4,4,3,5,6,2,2,3,26,58,38,49,83,0,0,1
3,1.92,1,4,1,85,0,70,0,100,85,0,1,5.0,2,1,3,7,1,4,4,2,59.8,6,1,16,1,36,0,1,0,3,5,2,3,1,3,4,2,1,2,100,0,100,0,81,0,0,0
3,0.14,1,4,1,60,0,59,40,85,85,0,1,2.0,2,6,1,4,3,4,4,2,49.0,2,1,1,1,12,0,2,0,1,5,7,1,1,4,4,2,1,1,60,50,50,0,83,1,0,0
3,1.22,1,4,2,60,0,85,0,100,70,0,1,1.0,2,6,3,7,1,3,4,2,43.0,2,2,12,1,18,1,2,0,3,5,3,1,1,1,1,2,1,2,98,0,70,0,83,0,0,0
3,0.47,1,4,1,70,0,60,15,85,60,30,1,10.0,2,5,3,6,1,4,5,2,39.0,6,1,13,3,35,0,1,0,4,5,2,2,1,1,2,2,1,2,70,30,70,15,82,0,0,0
3,1.66,1,4,1,100,0,100,0,100,85,0,1,4.0,2,6,1,7,1,3,5,2,46.0,4,2,13,2,55,1,1,0,4,5,4,1,1,2,2,1,1,1,100,0,85,0,32,0,1,1
3,1.04,2,1,1,70,70,50,85,50,40,70,1,5.0,2,7,4,3,3,1,4,1,47.0,2,2,6,1,17,1,2,0,4,4,5,4,3,3,3,1,2,5,70,50,70,100,48,0,0,0
3,0.58,2,1,1,0,100,0,100,0,0,100,1,40.0,2,7,7,2,4,4,2,1,72.0,3,2,11,1,8,0,1,0,2,5,7,6,2,7,7,2,2,4,0,100,30,100,32,1,0,0
3,0.58,1,4,2,85,15,85,15,85,85,15,3,34.0,2,1,1,4,4,4,4,3,78.0,3,2,18,4,37,0,2,1,3,5,4,2,3,3,3,2,2,1,33,58,59,29,83,1,1,1
3,0.48,2,1,1,0,90,0,100,0,15,60,1,40.0,1,1,7,2,3,3,2,1,68.0,3,1,19,1,34,0,1,0,1,5,7,7,3,6,6,2,2,2,0,100,0,85,49,1,0,0
3,3.35,2,1,1,15,90,0,85,0,0,70,3,20.0,2,7,6,4,4,3,2,2,47.0,6,1,20,1,12,0,2,0,3,5,3,7,3,5,7,2,2,1,40,65,40,41,83,1,0,0
3,1.0,2,1,1,29,69,24,68,37,25,80,1,4.0,1,1,4,4,4,3,2,3,74.0,2,2,10,1,12,0,2,0,3,5,6,7,1,6,4,2,2,2,0,100,0,100,48,1,1,0
3,0.69,2,1,2,0,100,0,100,50,0,100,1,27.0,1,2,7,1,2,3,3,1,73.4,2,1,13,1,31,0,1,0,3,5,7,7,1,5,4,2,2,3,11,77,18,75,83,1,0,0
3,0.21,2,4,2,100,0,100,0,100,75,25,1,15.0,1,2,2,5,3,2,4,2,73.0,7,2,15,1,27,0,1,1,4,5,4,4,1,3,4,2,2,2,85,5,70,0,17,0,1,0
3,0.69,1,4,1,70,0,80,20,80,60,15,1,4.0,1,2,3,5,3,3,4,2,31.0,6,1,17,1,18,1,1,0,5,5,3,2,1,1,2,2,1,1,85,0,85,0,17,1,0,1
3,0.55,1,4,1,85,0,85,15,85,85,0,1,5.0,2,1,3,4,1,4,4,2,60.0,2,2,1,2,51,2,1,1,4,5,5,3,1,7,5,2,1,5,90,20,90,0,32,0,1,1
3,1.96,1,4,2,100,0,100,0,100,70,0,1,7.0,2,1,1,6,1,4,4,2,54.0,6,1,21,1,53,0,1,0,4,5,3,2,1,1,3,2,1,2,100,0,100,0,32,0,0,0
3,0.66,1,4,1,100,0,100,15,100,85,0,1,5.0,2,1,1,6,2,5,4,2,54.0,4,1,18,1,25,0,1,0,4,5,3,2,1,2,3,2,1,2,100,15,100,0,82,0,0,1
3,0.23,1,4,1,100,0,85,0,100,85,30,1,39.0,1,1,1,5,1,2,4,3,76.0,3,2,5,1,29,0,1,0,4,4,4,5,1,5,5,2,1,2,100,15,100,0,48,0,0,1
3,0.23,1,4,1,70,0,70,0,100,50,50,1,22.0,2,7,4,4,3,5,5,2,67.0,1,2,4,1,22,0,2,0,5,5,1,4,1,4,4,0,1,1,50,0,50,0,81,1,1,0
3,0.91,2,2,2,15,85,0,100,0,15,70,1,25.0,2,1,5,4,2,4,2,1,59.0,8,1,21,1,35,0,1,0,3,5,6,6,3,5,7,2,2,2,0,70,15,15,49,0,0,0
3,0.7,2,1,1,35,85,90,85,13,0,50,2,1.0,2,2,6,4,3,3,2,2,30.0,6,1,14,1,48,0,2,0,1,4,6,1,3,4,3,2,2,4,20,85,100,80,47,1,0,1
3,0.84,2,1,2,0,100,0,100,0,0,70,1,40.0,1,1,7,3,4,5,2,1,67.0,2,2,17,1,27,0,1,1,2,5,7,7,3,7,7,2,2,3,13,82,26,70,47,1,0,0
3,0.38,2,1,1,0,70,0,100,0,0,70,1,3.0,2,1,7,4,4,4,2,1,62.0,7,2,9,1,8,0,1,1,3,5,6,7,3,5,6,2,2,3,0,100,0,60,83,0,0,0
3,0.38,2,1,1,15,70,0,85,60,15,85,1,0.0,1,1,6,4,3,4,2,2,24.0,6,2,4,1,4,0,1,1,3,5,5,5,2,4,5,2,2,2,0,85,15,60,83,1,0,0
3,6.65,1,4,1,85,0,100,0,100,85,0,1,8.0,1,6,1,7,1,3,5,2,20.0,1,2,19,6,6,0,1,0,5,5,1,1,1,2,1,2,1,1,100,0,100,0,81,0,0,1
3,0.54,1,4,1,100,0,100,15,100,85,30,1,25.0,1,1,1,6,1,2,4,3,59.0,6,1,14,2,22,0,1,0,4,5,6,4,1,2,3,2,1,1,100,30,100,0,82,0,1,1
3,0.48,1,4,2,100,40,85,70,85,100,60,1,2.0,1,5,3,5,4,4,3,3,54.0,4,2,5,1,4,0,2,1,3,4,6,4,1,1,4,1,1,4,85,70,100,40,83,0,0,0
3,0.4,4,3,1,50,0,50,50,85,50,50,3,0.0,2,4,4,7,1,4,2,2,59.0,4,2,5,1,6,0,1,1,1,4,2,3,3,4,3,2,4,3,50,50,50,15,49,0,1,0
3,1.41,3,2,1,50,45,50,50,55,50,50,1,27.0,1,6,6,5,1,4,3,3,39.0,2,2,1,1,17,0,1,1,2,5,3,3,3,4,2,0,1,2,50,50,50,45,82,0,0,0
3,2.09,2,2,2,0,100,50,50,30,15,60,1,0.0,1,7,6,4,3,3,2,2,28.0,2,1,15,1,28,1,1,0,2,5,4,3,3,7,5,0,2,4,0,85,0,100,78,0,0,0
3,0.99,1,4,1,70,15,90,50,100,75,25,3,4.0,2,2,1,5,2,3,3,2,47.0,8,1,21,1,6,0,1,0,4,5,4,3,1,3,1,2,1,2,90,0,85,0,32,0,0,0
3,2.25,2,4,1,25,68,25,70,34,26,72,1,39.0,2,7,6,7,3,4,4,3,61.0,4,1,22,1,1,0,1,0,2,5,7,5,3,7,5,2,2,2,0,70,0,70,50,1,0,0
3,0.38,1,4,2,70,0,70,10,100,60,10,1,3.0,1,2,3,5,2,3,4,2,37.0,7,1,16,1,51,0,1,1,4,5,4,3,1,2,3,2,1,1,80,0,80,0,17,0,0,1
3,0.89,1,4,1,100,40,100,85,100,100,70,3,9.0,1,1,1,1,2,3,3,1,40.0,4,1,8,2,35,1,1,1,4,4,7,5,1,5,5,2,2,2,40,66,39,43,83,0,0,0
3,0.22,1,4,1,100,0,85,0,100,70,0,1,40.0,2,7,2,5,1,3,4,2,70.0,2,2,4,1,17,0,2,0,3,5,4,1,1,7,7,1,1,2,85,0,85,0,82,0,1,0
3,0.39,2,2,2,0,90,0,95,40,20,60,1,10.0,1,1,5,7,2,5,4,1,69.0,3,2,6,1,6,0,1,0,1,5,5,7,2,4,6,2,2,5,0,85,15,85,49,0,0,0
3,1.17,2,1,1,0,100,0,100,0,0,85,2,5.0,2,6,7,1,3,3,4,1,64.0,6,2,20,1,34,0,1,0,1,5,7,7,3,7,7,2,2,5,0,100,0,70,49,1,0,0
3,2.24,2,4,1,0,70,0,60,70,0,60,1,17.0,1,1,7,6,5,4,2,1,48.0,3,1,18,1,39,0,1,0,4,5,4,3,3,7,6,2,2,2,0,70,15,70,83,1,0,1
3,0.44,2,1,1,30,80,40,60,50,15,60,1,0.0,2,7,4,4,3,3,2,1,54.0,6,2,10,6,6,0,1,0,3,5,4,4,3,7,5,2,2,4,30,70,30,85,82,0,0,0
3,0.29,2,2,2,0,85,0,70,30,0,60,1,40.0,2,6,7,2,2,3,3,1,74.0,6,2,11,1,6,0,1,1,2,5,4,6,1,6,4,2,2,4,15,70,15,60,82,0,0,0
3,1.94,3,4,1,50,0,50,50,50,50,50,1,1.0,1,6,4,4,3,3,3,3,28.0,2,1,11,1,26,0,2,0,4,2,5,4,1,4,4,1,1,4,50,50,50,50,83,0,0,0
3,0.75,2,2,1,60,60,46,60,60,60,60,1,2.0,1,7,7,7,3,3,4,3,39.0,2,1,10,1,36,3,1,0,3,5,6,1,3,4,2,2,2,3,23,65,26,66,47,0,1,0
3,0.91,1,4,2,85,0,85,0,100,70,0,3,23.0,2,1,1,6,2,4,5,2,57.0,7,2,21,4,28,0,1,0,5,5,5,1,1,1,1,2,1,2,40,57,47,41,83,0,1,1
3,0.85,2,1,2,50,100,100,50,50,0,100,1,9.0,1,4,5,7,5,4,3,3,44.0,1,1,2,1,20,0,1,0,4,4,6,3,2,1,1,0,2,2,30,30,30,30,32,0,0,0
3,0.68,1,4,1,85,0,15,0,100,85,0,1,40.0,2,4,7,7,1,4,4,3,80.0,2,2,9,2,33,0,1,0,4,5,4,1,1,1,3,2,2,3,27,58,38,49,83,0,0,1
3,0.74,2,1,2,0,100,0,100,0,100,100,2,7.0,1,1,7,1,3,3,2,3,31.0,4,1,13,1,37,0,2,0,1,3,4,4,2,4,7,2,2,3,0,100,50,100,83,0,0,0
3,1.79,2,2,1,0,100,0,100,40,0,70,1,2.0,2,4,4,6,3,4,2,3,43.0,3,1,17,1,48,0,1,0,5,5,7,4,3,5,7,2,2,4,0,85,30,85,81,1,0,0
3,1.06,1,4,1,70,0,90,0,100,70,15,1,3.0,2,2,1,7,2,4,5,2,37.0,8,1,19,1,26,2,1,0,3,5,1,1,1,1,2,2,1,2,95,0,90,0,82,0,0,0
3,0.17,2,2,1,15,100,25,100,50,30,100,1,15.0,1,1,7,3,3,3,2,1,80.0,8,2,10,1,49,0,1,0,4,5,5,6,1,5,6,2,2,1,15,100,15,85,81,1,0,0
3,1.08,1,3,1,50,40,50,60,70,50,60,1,40.0,2,2,6,3,3,3,4,3,53.0,7,1,17,4,15,0,1,0,3,4,4,5,3,5,6,2,1,2,70,50,60,30,81,0,0,0
3,0.65,2,1,2,0,100,0,100,0,40,85,1,20.0,1,7,2,5,5,3,1,1,65.0,1,2,2,1,23,0,1,0,3,5,7,4,2,5,4,2,2,2,33,67,33,60,83,0,0,0
3,3.6,2,1,1,0,85,0,85,0,0,85,1,3.0,1,6,7,1,3,4,2,1,37.0,2,1,17,1,17,2,1,0,3,5,6,7,2,7,7,2,2,2,0,99,0,82,83,1,0,0
3,0.08,1,4,1,100,15,100,0,97,85,0,1,5.0,1,1,2,3,3,3,4,2,48.0,6,1,1,6,36,0,2,1,3,5,4,5,1,6,3,2,1,1,80,10,80,10,82,0,0,0
3,2.45,1,4,2,95,0,99,5,95,70,2,1,20.0,1,1,3,7,2,2,5,2,56.0,2,1,19,1,36,2,1,1,4,5,3,2,1,2,4,2,1,1,95,2,100,0,82,0,1,1
3,0.83,2,1,2,15,85,0,100,30,0,70,1,1.0,1,2,7,3,4,3,4,1,40.0,3,1,17,1,35,3,1,0,3,5,6,6,2,6,7,2,2,3,23,67,30,55,83,1,0,1
3,0.68,1,4,1,100,0,100,0,100,100,0,1,16.0,1,1,1,5,1,3,3,2,34.0,1,1,9,1,33,2,1,0,2,5,4,3,1,4,2,2,2,2,40,64,33,54,83,0,1,0
3,0.26,2,2,2,0,85,0,85,0,0,60,1,6.0,2,2,5,3,1,5,5,3,32.0,3,2,1,3,12,3,1,0,1,1,1,3,1,4,6,2,2,1,0,100,0,100,78,1,0,0
3,0.16,1,4,2,30,0,0,0,45,0,0,1,7.0,2,7,5,1,2,5,5,2,30.0,8,1,6,1,18,0,2,1,3,5,3,2,1,4,7,2,1,2,60,50,60,0,82,0,0,0
3,2.43,1,4,1,60,0,70,30,70,50,50,1,2.0,2,6,3,5,3,4,4,2,34.0,6,1,21,1,24,0,1,0,4,5,6,2,1,1,5,1,2,2,60,0,40,0,83,1,0,1
3,0.33,1,4,1,85,0,70,15,85,60,15,3,8.0,2,1,1,4,3,3,3,2,80.0,2,2,6,1,39,0,1,1,4,5,4,4,1,4,4,2,1,1,70,30,85,15,82,0,1,1
3,0.71,1,4,2,60,0,60,0,50,60,10,3,3.0,1,5,2,6,2,4,5,3,46.0,6,1,22,4,6,2,1,1,3,4,4,3,1,5,5,2,1,1,60,15,70,0,81,0,0,1
3,0.89,2,4,1,40,40,25,30,50,30,60,1,20.0,1,1,5,3,4,4,3,3,64.0,6,2,17,1,5,0,1,1,4,5,5,5,1,5,6,2,2,2,30,60,40,50,47,0,1,1
3,0.65,1,4,2,60,0,50,0,60,60,0,1,5.0,2,4,2,6,3,4,3,2,44.0,7,2,17,1,39,4,1,1,3,5,4,3,1,5,4,2,1,2,60,0,60,0,83,0,0,0
3,1.07,1,4,1,70,0,70,0,85,60,10,1,4.0,1,7,1,6,4,3,5,2,38.0,6,1,17,1,23,0,1,0,4,5,1,2,1,2,2,2,1,2,80,10,80,10,83,0,0,0
3,0.59,1,4,1,85,0,70,15,85,60,0,1,40.0,2,6,2,4,1,4,2,3,76.0,3,2,11,1,29,0,1,0,3,4,5,5,1,4,4,2,1,2,85,30,80,0,48,0,0,0
3,0.71,1,3,1,70,30,40,30,70,60,50,1,5.0,1,3,5,5,3,2,2,3,42.0,8,1,22,1,24,3,1,1,4,5,4,4,1,3,6,2,1,1,50,30,60,15,47,0,0,1
3,1.91,3,3,1,40,60,60,60,50,50,75,1,2.0,1,6,6,4,2,4,2,3,24.0,6,1,19,1,33,0,2,0,2,5,5,5,1,3,5,0,2,2,60,60,40,60,81,0,0,0
3,0.26,1,4,1,60,10,65,0,100,40,30,2,0.0,1,1,4,6,3,2,2,2,28.0,4,1,8,6,26,0,1,1,4,5,1,1,3,3,6,2,1,1,100,0,70,15,49,0,0,0
3,0.78,1,4,1,60,0,50,50,70,30,30,1,2.0,1,2,7,4,2,5,4,2,52.0,6,1,21,1,13,1,2,0,4,5,5,4,1,3,6,2,1,2,50,50,50,0,48,0,0,0
3,0.96,2,1,2,0,100,0,85,0,30,85,2,3.0,1,7,7,1,5,3,1,1,32.0,5,1,21,3,6,4,1,1,2,5,6,7,2,6,6,2,2,4,0,100,0,100,83,0,0,0
3,0.75,1,4,2,60,15,50,50,85,30,30,1,20.0,2,6,6,4,1,3,2,2,62.0,5,2,17,1,34,0,1,0,4,5,5,6,1,5,6,2,2,2,70,50,50,30,82,0,1,0
3,0.64,1,4,1,85,0,100,0,100,70,0,1,2.0,1,1,1,6,1,4,5,2,41.0,6,1,17,1,53,0,1,1,4,5,4,6,1,2,2,2,1,2,100,0,85,0,82,0,0,1
3,6.65,1,4,1,60,0,50,0,85,85,30,2,18.0,1,3,2,5,3,3,4,2,19.0,2,2,17,6,32,0,1,0,3,5,2,3,1,2,5,0,1,1,85,0,70,0,81,0,1,1
3,0.44,1,4,1,70,0,85,15,100,85,15,1,22.0,1,1,1,6,2,4,3,2,74.0,8,1,17,1,48,0,1,1,4,5,2,2,1,2,3,2,1,1,85,10,85,0,82,0,0,1
3,0.13,2,2,2,0,70,0,50,50,50,50,1,7.0,2,2,6,3,3,4,3,1,40.0,3,2,1,1,39,1,1,0,3,5,4,4,3,6,4,2,2,4,15,50,15,75,83,1,0,0
3,0.57,3,4,1,30,0,35,15,40,15,10,1,3.0,1,4,3,3,1,5,3,3,26.0,5,1,11,1,49,0,2,0,3,5,2,2,3,2,3,2,1,2,51,20,30,15,81,0,0,0
3,0.78,1,4,1,60,0,50,15,85,60,30,1,16.0,2,2,2,5,2,4,4,3,52.0,3,1,20,2,35,0,1,0,1,5,7,1,1,1,7,2,1,2,34,55,34,40,83,0,0,1
3,0.26,2,1,2,30,100,15,100,50,0,70,2,0.0,2,1,7,3,3,4,2,1,46.0,7,1,16,6,48,0,1,0,4,5,5,7,3,6,6,2,2,2,0,85,15,85,47,1,0,0
3,0.25,1,4,2,40,0,85,30,100,85,0,2,14.0,2,7,1,6,2,3,4,1,41.0,7,1,12,1,18,2,2,0,4,5,2,2,1,2,1,2,1,1,100,15,60,0,82,0,0,0
3,0.37,2,1,1,0,100,50,50,60,0,100,1,1.0,2,4,7,3,4,2,3,1,24.0,4,2,4,1,1,2,2,0,4,5,6,4,3,5,4,1,2,4,50,50,0,100,83,0,0,0
